age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,is_recid,is_violent_recid,decile_score.1,v_decile_score,priors_count.1,start,end,event,race,0,1,2,3,4,5,6,7,8,9,10,11,12,13
35,0,2,0,0,1,-1,1,0,0,2,1,1,0,1098,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,8,0,0,9,-1,1,1,1,8,9,9,0,145,1,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
20,0,7,0,0,0,-1,1,0,0,7,8,0,0,869,0,White,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
54,0,1,0,0,0,0,1,0,0,1,1,0,0,1082,0,White,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
44,0,1,0,0,0,-2,2,0,0,1,1,0,0,955,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
19,0,4,0,0,1,-10,10,1,1,4,7,1,0,104,1,Non-White,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30,0,2,0,0,1,-1,1,0,0,2,2,1,0,935,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
39,0,1,0,0,0,-1,1,1,1,1,1,0,1,52,1,White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,0,4,0,0,0,-1,1,0,0,4,2,0,5,497,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0,5,0,0,0,-1,1,0,0,5,2,0,38,770,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,0,4,0,0,1,-1,1,0,0,4,3,1,106,392,0,White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
43,0,1,0,0,1,-30,30,0,0,1,1,1,0,960,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34,0,5,0,0,0,0,0,0,0,5,5,0,15,441,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37,0,2,0,0,3,0,0,0,0,2,1,3,1,102,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0,7,0,0,1,-1,1,0,0,7,8,1,0,900,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30,0,2,0,0,1,-1,1,0,0,2,2,1,0,97,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0,10,0,0,13,-1,0,1,1,10,7,13,0,55,1,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
52,0,9,0,0,3,-2,2,0,0,9,6,3,0,977,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
42,0,3,0,0,6,-4,5,0,0,3,1,6,0,408,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,4,0,0,2,-1,1,0,0,4,5,2,2,359,0,White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30,0,2,0,0,1,-20,20,0,0,2,2,1,0,864,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,0,2,0,0,2,-1,222,0,0,2,1,2,1,823,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,0,2,0,0,0,-1,1,0,0,2,3,0,1,784,0,Non-White,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0,2,0,0,1,-1,1,1,0,2,3,1,0,1140,1,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20,1,10,0,0,1,0,0,0,0,10,10,1,3,119,0,Non-White,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
43,0,1,0,0,0,0,0,0,0,1,1,0,1,1053,0,White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32,0,6,0,0,11,-2,2,1,1,6,5,11,0,24,1,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33,0,5,0,0,8,-1,1,1,1,5,2,8,0,187,1,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
20,0,6,0,0,0,0,1,0,0,6,8,0,0,846,0,Non-White,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26,0,6,0,0,0,-2,2,0,0,6,3,0,0,795,0,White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
63,0,1,0,0,1,-26,26,0,0,1,1,1,0,786,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32,0,10,0,0,4,-7,7,1,1,10,9,4,0,395,1,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
29,0,4,0,0,1,-1,1,0,0,4,4,1,0,938,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
39,1,4,0,0,1,-1,1672,0,0,4,4,1,3,780,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,0,7,0,0,1,0,1,0,0,7,8,1,70,367,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,0,2,0,0,2,-1,1,0,0,2,1,2,0,918,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
22,0,2,0,0,1,-1,1,0,0,2,4,1,0,547,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0,5,0,0,0,0,1,0,0,5,4,0,2,719,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
23,0,3,0,0,0,-1,2,0,0,3,5,0,0,935,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
32,0,7,0,0,5,-1,1,0,0,7,3,5,0,1138,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
52,0,1,0,0,2,-1,1,0,0,1,1,2,2,108,0,Non-White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
62,0,4,0,0,8,0,1,0,0,4,1,8,16,1151,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28,0,6,0,0,6,-1,1,1,1,6,6,6,0,482,1,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54,0,1,0,0,2,-1,1,0,0,1,1,2,187,946,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
58,0,2,0,0,0,-1,1,0,0,2,1,0,0,302,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
56,0,1,0,0,0,-1,1,0,0,1,1,0,0,760,0,White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,0,2,0,0,0,-1,1,0,0,2,4,0,1,808,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
57,0,1,0,0,1,0,0,0,0,1,1,1,20,889,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
66,0,1,0,0,3,-10,10,1,1,1,1,3,0,943,1,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,0,9,0,0,2,0,0,1,1,9,8,2,0,104,1,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
45,0,3,0,0,2,-1,1,0,0,3,4,2,358,1155,0,White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,0,3,0,0,0,-1,1,1,1,3,4,0,0,320,1,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34,0,2,0,0,2,0,1,1,0,2,1,2,26,758,1,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,0,4,0,0,1,-1,1,0,0,4,4,1,0,954,0,Non-White,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
50,0,1,0,0,1,-4,4,0,0,1,1,1,0,879,0,White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,0,3,0,0,0,-1,1,0,0,3,1,0,0,875,0,White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
44,0,4,0,0,4,0,0,0,0,4,4,4,1,1181,0,White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,0,2,0,0,0,-1,1,0,0,2,3,0,2,1102,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28,0,8,0,0,0,0,1,0,0,8,6,0,29,885,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
38,0,1,0,0,2,-1,1,0,0,1,1,2,0,61,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28,0,9,0,0,1,-1,1,0,0,9,7,1,38,889,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
38,0,9,0,0,15,-1,1,0,0,9,3,15,1,1137,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
28,0,5,0,0,2,-1,2147,0,0,5,4,2,0,883,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
51,0,1,0,0,0,-1,1,1,1,1,1,0,0,169,1,White,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
51,0,2,0,0,0,-1,1,0,0,2,2,0,0,883,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48,0,1,0,0,0,-1,1,0,0,1,1,0,0,1174,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,0,7,0,0,2,-1,1,0,0,7,4,2,2,1054,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
41,0,6,0,0,5,0,1,0,0,6,3,5,0,878,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
37,0,1,0,0,0,-1,1,1,1,1,1,0,1,870,1,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
54,0,9,0,0,11,-1,1,0,0,9,9,11,129,1060,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23,0,9,0,0,2,-1,1,0,0,9,5,2,71,1058,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
41,0,1,0,0,0,0,0,0,0,1,1,0,1,797,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
52,0,1,0,0,0,-1,1,0,0,1,1,0,0,1051,0,White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
52,0,4,0,0,0,-1,1,0,0,4,3,0,13,787,0,Non-White,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28,0,1,0,0,1,-3,3,0,0,1,2,1,0,1050,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,0,9,0,2,11,-1,1,1,1,9,4,11,0,119,1,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
28,0,5,0,0,1,0,0,0,0,5,3,1,6,917,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
22,0,4,0,0,0,-1,1,0,0,4,6,0,0,1134,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
30,0,2,0,0,4,0,0,0,0,2,2,4,0,1123,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,4,0,0,4,0,0,0,0,4,4,4,1,880,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32,0,9,1,0,14,-1,1,0,0,9,8,14,0,836,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
53,0,1,0,0,1,-1,1,0,0,1,1,1,0,1171,0,White,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,3,0,0,0,0,1,0,0,3,4,0,0,938,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,0,1,0,0,0,-1,2,0,0,1,1,0,0,844,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,0,2,0,0,3,-1,1,0,0,2,1,3,0,891,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31,0,2,0,0,0,-1,1,0,0,2,2,0,0,1119,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,0,8,0,0,0,-3,3,0,0,8,7,0,0,1152,0,Non-White,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29,0,3,0,0,1,-1,1,0,0,3,3,1,0,731,0,Non-White,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20,0,8,0,0,1,-1,1,1,1,8,7,1,0,104,1,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
39,0,1,0,0,0,-1,1,0,0,1,1,0,0,204,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,0,4,0,0,4,-1,1,0,0,4,4,4,0,700,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
37,0,1,0,0,2,0,0,0,0,1,1,2,1,294,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20,0,8,0,0,0,-1,1,0,0,8,6,0,2,772,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22,0,7,0,1,0,0,0,0,0,7,6,0,2,66,0,Non-White,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
52,0,1,0,0,0,-1,1,0,0,1,1,0,0,973,0,Non-White,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48,0,2,0,0,0,-1,1,0,0,2,3,0,1,870,0,Non-White,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,5,0,0,0,0,1,0,0,5,4,0,0,355,0,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
27,0,6,0,0,0,-1,1,1,1,6,7,0,1,220,1,White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22,0,3,0,0,1,-1,1,0,0,3,4,1,0,822,0,White,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
41,0,3,0,0,2,-1,1,0,0,3,1,2,0,970,0,Non-White,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,0,2,0,0,0,-1,1,0,0,2,3,0,0,793,0,Non-White,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
43,0,1,0,0,0,-1,1,0,0,1,1,0,40,1092,0,Non-White,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
