id,cluster_id,protected_attribute
523,2,Non-White
524,2,Non-White
525,2,Non-White
526,5,Non-White
527,4,White
528,1,Non-White
529,6,Non-White
530,1,Non-White
531,1,Non-White
532,4,Non-White
533,1,White
534,6,Non-White
535,6,Non-White
536,1,Non-White
537,2,White
538,1,Non-White
539,2,Non-White
540,4,White
541,1,White
542,2,Non-White
543,1,White
544,1,White
545,4,White
546,4,Non-White
547,2,White
548,1,Non-White
549,2,Non-White
550,2,White
551,2,Non-White
552,1,Non-White
553,2,Non-White
554,1,Non-White
555,1,Non-White
556,2,Non-White
557,1,Non-White
558,1,Non-White
559,6,Non-White
560,1,White
561,1,White
562,1,Non-White
563,4,Non-White
564,1,Non-White
565,2,Non-White
566,1,Non-White
567,2,White
568,4,Non-White
569,1,Non-White
570,1,Non-White
571,7,Non-White
572,1,Non-White
573,4,Non-White
574,4,White
575,1,Non-White
576,1,Non-White
577,2,Non-White
578,1,Non-White
579,1,White
580,1,Non-White
581,1,Non-White
582,1,White
583,2,Non-White
584,1,Non-White
585,4,White
586,4,Non-White
587,4,Non-White
588,1,White
589,4,White
590,4,Non-White
591,1,White
592,2,Non-White
593,1,White
594,1,Non-White
595,4,Non-White
596,1,White
597,1,Non-White
598,6,Non-White
599,1,Non-White
600,4,Non-White
601,6,Non-White
602,1,White
603,1,Non-White
604,1,White
605,4,Non-White
606,1,Non-White
607,2,Non-White
608,1,Non-White
609,4,White
610,6,White
611,4,White
612,4,Non-White
613,1,Non-White
614,4,White
615,1,White
616,4,White
617,4,Non-White
618,1,White
619,2,Non-White
620,4,White
621,1,White
622,6,Non-White
623,1,Non-White
624,4,Non-White
625,4,Non-White
626,2,Non-White
627,6,White
628,2,Non-White
629,6,Non-White
630,1,Non-White
631,4,White
632,4,Non-White
633,4,White
634,2,White
635,2,Non-White
636,2,White
637,4,White
638,4,Non-White
639,1,White
640,1,White
641,2,Non-White
642,4,Non-White
643,1,White
644,1,White
645,2,Non-White
646,2,Non-White
647,4,Non-White
648,1,Non-White
649,5,White
650,1,White
651,1,Non-White
652,6,Non-White
653,1,White
654,4,White
655,1,White
656,1,Non-White
657,4,White
658,1,White
659,1,Non-White
660,1,White
661,1,Non-White
662,4,White
663,1,Non-White
664,1,Non-White
665,1,Non-White
666,1,Non-White
667,4,Non-White
668,4,Non-White
669,6,Non-White
670,1,Non-White
671,1,Non-White
672,1,White
673,2,Non-White
674,1,Non-White
675,4,Non-White
676,1,Non-White
677,6,Non-White
678,1,White
679,4,Non-White
680,4,White
681,2,Non-White
682,4,Non-White
683,4,White
684,4,White
685,4,Non-White
686,2,Non-White
687,1,Non-White
688,2,Non-White
689,4,White
690,4,Non-White
691,1,Non-White
692,4,Non-White
693,1,White
694,1,Non-White
695,4,Non-White
696,1,White
697,1,Non-White
698,1,Non-White
699,1,White
700,4,Non-White
701,2,Non-White
702,1,Non-White
703,1,Non-White
704,6,Non-White
705,2,Non-White
706,2,White
707,2,Non-White
708,4,Non-White
709,4,Non-White
710,2,Non-White
711,4,White
712,1,White
713,1,Non-White
714,6,Non-White
715,1,White
716,6,Non-White
717,4,Non-White
718,4,White
719,2,Non-White
720,4,White
721,1,White
722,6,White
723,1,Non-White
724,4,White
725,1,Non-White
726,2,White
727,4,Non-White
728,1,Non-White
729,1,Non-White
730,4,Non-White
731,4,White
732,2,Non-White
733,1,Non-White
734,4,Non-White
735,4,Non-White
736,6,Non-White
737,1,White
738,1,Non-White
739,1,Non-White
740,1,Non-White
741,1,Non-White
742,4,White
743,2,White
744,2,White
745,4,Non-White
746,2,White
747,1,Non-White
748,1,White
749,1,Non-White
750,1,Non-White
751,1,White
752,6,Non-White
753,1,White
754,1,Non-White
755,4,Non-White
756,4,Non-White
757,1,Non-White
758,4,Non-White
759,1,White
760,1,White
761,4,Non-White
762,1,White
763,6,Non-White
764,4,Non-White
765,2,Non-White
766,1,Non-White
767,4,Non-White
768,1,Non-White
769,4,White
770,4,White
771,6,Non-White
772,4,Non-White
773,1,Non-White
774,4,White
775,4,Non-White
776,6,White
777,1,Non-White
778,2,Non-White
779,4,Non-White
780,1,Non-White
781,2,White
782,4,Non-White
783,1,White
784,4,White
785,4,Non-White
786,4,White
787,1,Non-White
788,2,Non-White
789,4,White
790,1,Non-White
791,4,Non-White
792,1,White
793,1,Non-White
794,1,Non-White
795,1,White
796,2,Non-White
797,4,Non-White
798,1,Non-White
799,1,White
800,2,White
801,1,Non-White
802,2,Non-White
803,2,Non-White
804,1,Non-White
805,2,Non-White
806,4,Non-White
807,4,White
808,4,White
809,4,Non-White
810,1,White
811,2,Non-White
812,6,Non-White
813,4,White
814,4,Non-White
815,2,Non-White
816,2,White
817,3,Non-White
818,2,Non-White
819,1,Non-White
820,2,White
821,2,Non-White
822,4,Non-White
823,1,Non-White
824,1,White
825,1,White
826,4,Non-White
827,5,Non-White
828,6,Non-White
829,2,Non-White
830,4,Non-White
831,6,White
832,1,Non-White
833,2,White
834,1,Non-White
835,1,Non-White
836,6,White
837,2,Non-White
838,1,Non-White
839,1,White
840,2,Non-White
841,1,White
842,4,White
843,2,Non-White
844,2,Non-White
845,4,Non-White
846,4,Non-White
847,4,White
848,2,White
849,2,Non-White
850,1,Non-White
851,4,Non-White
852,2,White
853,2,White
854,1,Non-White
855,6,White
856,1,Non-White
857,2,Non-White
858,1,White
859,2,Non-White
860,4,Non-White
861,2,White
862,4,White
863,6,White
864,4,White
865,1,White
866,2,White
867,1,White
868,4,White
869,2,White
870,1,Non-White
871,6,Non-White
872,4,White
873,6,Non-White
874,2,Non-White
875,4,Non-White
876,4,Non-White
877,4,White
878,2,Non-White
879,2,Non-White
880,1,Non-White
881,1,Non-White
882,1,White
883,2,Non-White
884,4,Non-White
885,1,White
886,1,White
887,1,White
888,1,Non-White
889,1,Non-White
890,4,White
891,1,Non-White
892,4,Non-White
893,4,Non-White
894,2,White
895,4,Non-White
896,4,Non-White
897,1,Non-White
898,4,White
899,4,White
900,2,Non-White
901,1,Non-White
902,1,Non-White
903,4,Non-White
904,4,White
905,1,Non-White
906,4,Non-White
907,4,White
908,4,Non-White
909,4,White
910,2,White
911,1,Non-White
912,2,White
913,6,White
914,1,White
915,1,Non-White
916,1,Non-White
917,1,Non-White
918,6,Non-White
919,4,Non-White
920,4,Non-White
921,1,White
922,4,Non-White
923,4,White
924,1,Non-White
925,1,Non-White
926,4,Non-White
927,4,Non-White
928,1,Non-White
929,2,Non-White
930,4,Non-White
931,4,Non-White
932,1,Non-White
933,1,Non-White
934,1,White
935,6,Non-White
936,1,White
937,6,Non-White
938,1,Non-White
939,4,White
940,2,Non-White
941,1,White
942,1,Non-White
943,4,Non-White
944,4,Non-White
945,2,Non-White
946,1,Non-White
947,1,Non-White
948,4,Non-White
949,2,Non-White
950,1,Non-White
951,1,Non-White
952,4,Non-White
953,2,White
954,4,White
955,1,Non-White
956,6,White
957,1,Non-White
958,4,Non-White
959,4,White
960,4,White
961,4,White
962,4,Non-White
963,1,Non-White
964,2,Non-White
965,1,Non-White
966,1,White
967,4,Non-White
968,2,White
969,1,Non-White
970,6,Non-White
971,4,White
972,1,White
973,1,White
974,1,Non-White
975,4,White
976,1,White
977,2,Non-White
978,1,White
979,1,Non-White
980,4,Non-White
981,4,Non-White
982,4,Non-White
983,1,Non-White
984,1,Non-White
985,4,Non-White
986,1,White
987,6,Non-White
988,1,Non-White
989,1,Non-White
990,1,White
991,2,White
992,1,Non-White
993,4,Non-White
994,1,Non-White
995,6,White
996,1,Non-White
997,2,Non-White
998,2,Non-White
999,1,White
1000,2,White
1001,6,White
1002,1,White
1003,1,Non-White
1004,4,Non-White
1005,1,Non-White
1006,4,White
1007,1,White
1008,1,Non-White
1009,1,Non-White
1010,1,Non-White
1011,4,Non-White
1012,2,White
1013,1,White
1014,6,Non-White
1015,1,White
1016,1,White
1017,6,Non-White
1018,2,Non-White
1019,2,White
1020,1,White
1021,1,Non-White
1022,4,White
1023,1,Non-White
1024,1,Non-White
1025,1,Non-White
1026,1,White
1027,4,Non-White
1028,1,White
1029,2,Non-White
1030,4,Non-White
1031,4,Non-White
1032,6,Non-White
1033,1,Non-White
1034,1,Non-White
1035,4,Non-White
1036,4,White
1037,1,Non-White
1038,4,Non-White
1039,2,Non-White
1040,1,Non-White
1041,1,Non-White
1042,2,Non-White
1043,2,Non-White
1044,2,Non-White
1045,1,Non-White
1046,2,White
1047,4,White
1048,4,Non-White
1049,2,Non-White
1050,1,Non-White
1051,1,White
1052,1,White
1053,1,Non-White
1054,1,White
1055,4,Non-White
1056,1,White
1057,1,Non-White
1058,4,Non-White
1059,4,White
1060,4,White
1061,4,Non-White
1062,1,White
1063,2,Non-White
1064,1,Non-White
1065,1,White
1066,1,White
1067,1,Non-White
1068,4,Non-White
1069,4,Non-White
1070,1,White
1071,2,Non-White
1072,4,Non-White
1073,1,White
1074,4,White
1075,2,White
1076,2,Non-White
1077,1,Non-White
1078,4,Non-White
1079,1,Non-White
1080,4,White
1081,6,Non-White
1082,1,White
1083,2,White
1084,1,Non-White
1085,2,Non-White
1086,1,Non-White
1087,6,Non-White
1088,6,Non-White
1089,6,Non-White
1090,6,Non-White
1091,4,White
1092,1,Non-White
1093,2,Non-White
1094,4,White
1095,1,White
1096,4,Non-White
1097,6,Non-White
1098,4,Non-White
1099,4,Non-White
1100,4,White
1101,4,Non-White
1102,1,White
1103,6,Non-White
1104,1,White
1105,6,Non-White
1106,4,Non-White
1107,2,White
1108,4,Non-White
1109,1,Non-White
1110,1,Non-White
1111,5,Non-White
1112,2,White
1113,1,Non-White
1114,1,Non-White
1115,4,White
1116,1,Non-White
1117,2,Non-White
1118,1,Non-White
1119,4,White
1120,6,White
1121,1,Non-White
1122,4,Non-White
1123,4,White
1124,1,Non-White
1125,1,White
1126,4,Non-White
1127,1,Non-White
1128,1,White
1129,2,Non-White
1130,2,White
1131,4,Non-White
1132,1,Non-White
1133,2,Non-White
1134,2,Non-White
1135,6,Non-White
1136,1,White
1137,3,Non-White
1138,2,White
1139,1,White
1140,1,Non-White
1141,4,Non-White
1142,1,Non-White
1143,1,Non-White
1144,4,Non-White
1145,1,White
1146,2,Non-White
1147,4,Non-White
1148,1,Non-White
1149,2,Non-White
1150,1,Non-White
1151,4,Non-White
1152,4,White
1153,1,Non-White
1154,1,Non-White
1155,1,Non-White
1156,6,White
1157,4,Non-White
1158,2,Non-White
1159,4,Non-White
1160,1,Non-White
1161,2,Non-White
1162,1,Non-White
1163,4,Non-White
1164,1,White
1165,1,Non-White
1166,1,Non-White
1167,4,White
1168,4,White
1169,1,White
1170,1,Non-White
1171,1,Non-White
1172,6,Non-White
1173,4,Non-White
1174,1,Non-White
1175,1,White
1176,1,Non-White
1177,1,Non-White
1178,4,Non-White
1179,1,White
1180,6,White
1181,1,Non-White
1182,6,Non-White
1183,1,White
1184,1,Non-White
1185,2,Non-White
1186,1,White
1187,2,White
1188,2,Non-White
1189,6,Non-White
1190,1,White
1191,2,White
1192,2,Non-White
1193,1,White
1194,4,White
1195,2,Non-White
1196,1,White
1197,4,Non-White
1198,2,White
1199,1,White
1200,1,White
1201,2,Non-White
1202,1,Non-White
1203,2,White
1204,2,White
1205,4,Non-White
1206,4,Non-White
1207,4,Non-White
1208,1,Non-White
1209,4,White
1210,4,Non-White
1211,2,Non-White
1212,2,Non-White
1213,2,White
1214,2,White
1215,2,Non-White
1216,4,Non-White
1217,1,Non-White
1218,1,Non-White
1219,1,White
1220,1,White
1221,1,Non-White
1222,1,Non-White
1223,4,White
1224,1,Non-White
1225,1,Non-White
1226,2,Non-White
1227,1,White
1228,2,Non-White
1229,1,Non-White
1230,1,White
1231,4,White
1232,1,White
1233,1,Non-White
1234,1,White
1235,4,White
1236,1,Non-White
1237,4,Non-White
1238,2,White
1239,1,White
1240,6,Non-White
1241,4,Non-White
1242,1,Non-White
1243,4,White
1244,4,Non-White
1245,4,White
1246,1,Non-White
1247,4,Non-White
1248,4,White
1249,2,Non-White
1250,4,White
1251,1,White
1252,1,White
1253,6,White
1254,1,White
1255,1,White
1256,4,White
1257,1,Non-White
1258,1,Non-White
1259,1,White
1260,2,Non-White
1261,4,White
1262,2,Non-White
1263,4,Non-White
1264,6,Non-White
1265,4,White
1266,1,Non-White
1267,1,Non-White
1268,1,Non-White
1269,1,Non-White
1270,1,Non-White
1271,1,Non-White
1272,6,White
1273,2,White
1274,2,Non-White
1275,6,White
1276,4,White
1277,1,Non-White
1278,6,Non-White
1279,4,Non-White
1280,2,White
1281,1,White
1282,1,Non-White
1283,1,Non-White
1284,1,White
1285,2,White
1286,1,White
1287,2,Non-White
1288,4,Non-White
1289,4,White
1290,1,White
1291,4,Non-White
1292,2,Non-White
1293,1,White
1294,4,White
1295,1,White
1296,1,Non-White
1297,4,Non-White
1298,1,Non-White
1299,1,Non-White
1300,4,White
1301,6,White
1302,2,White
1303,1,Non-White
1304,4,White
1305,4,Non-White
1306,2,White
1307,4,White
1308,6,Non-White
1309,1,Non-White
1310,1,Non-White
1311,2,Non-White
1312,2,Non-White
1313,4,White
1314,4,Non-White
1315,1,Non-White
1316,1,Non-White
1317,1,White
1318,2,Non-White
1319,2,White
1320,6,Non-White
1321,1,White
1322,1,Non-White
1323,4,Non-White
1324,2,White
1325,2,White
1326,2,White
1327,2,White
1328,6,Non-White
1329,4,Non-White
1330,1,White
1331,6,White
1332,2,Non-White
1333,1,Non-White
1334,4,Non-White
1335,1,White
1336,4,White
1337,1,Non-White
1338,4,Non-White
1339,2,White
1340,6,White
1341,6,White
1342,2,Non-White
1343,4,White
1344,1,Non-White
1345,1,White
1346,1,Non-White
1347,1,White
1348,4,White
1349,6,White
1350,4,Non-White
1351,4,Non-White
1352,2,Non-White
1353,2,Non-White
1354,2,White
1355,5,Non-White
1356,1,White
1357,1,Non-White
1358,2,White
1359,4,White
1360,2,Non-White
1361,4,White
1362,1,White
1363,4,White
1364,4,Non-White
1365,1,Non-White
1366,1,White
1367,1,White
1368,1,Non-White
1369,6,Non-White
1370,4,Non-White
1371,4,Non-White
1372,4,Non-White
1373,1,Non-White
1374,4,Non-White
1375,1,Non-White
1376,4,Non-White
1377,1,Non-White
1378,1,Non-White
1379,4,Non-White
1380,4,White
1381,4,Non-White
1382,1,Non-White
1383,2,Non-White
1384,4,Non-White
1385,1,White
1386,6,Non-White
1387,2,Non-White
1388,2,Non-White
1389,6,Non-White
1390,1,Non-White
1391,4,White
1392,6,White
1393,6,White
1394,1,White
1395,4,Non-White
1396,4,Non-White
1397,4,White
1398,4,Non-White
1399,4,White
1400,4,Non-White
1401,1,White
1402,1,Non-White
1403,1,Non-White
1404,1,Non-White
1405,1,Non-White
1406,2,White
1407,1,White
1408,1,White
1409,1,White
1410,2,Non-White
1411,2,Non-White
1412,4,Non-White
1413,4,White
1414,1,Non-White
1415,2,Non-White
1416,2,Non-White
1417,4,Non-White
1418,4,White
1419,1,Non-White
1420,4,White
1421,1,White
1422,1,Non-White
1423,4,White
1424,1,White
1425,4,White
1426,1,White
1427,2,White
1428,1,White
1429,4,Non-White
1430,4,Non-White
1431,6,Non-White
1432,4,White
1433,1,Non-White
1434,2,White
1435,6,Non-White
1436,6,Non-White
1437,4,Non-White
1438,4,Non-White
1439,6,Non-White
1440,1,Non-White
1441,6,White
1442,1,White
1443,1,White
1444,4,Non-White
1445,4,Non-White
1446,1,White
1447,1,Non-White
1448,6,Non-White
1449,4,Non-White
1450,1,Non-White
1451,4,White
1452,1,White
1453,4,White
1454,1,White
1455,1,Non-White
1456,1,Non-White
1457,1,Non-White
1458,6,Non-White
1459,6,White
1460,1,White
1461,1,White
1462,6,White
1463,6,White
1464,1,Non-White
1465,2,White
1466,4,Non-White
1467,4,Non-White
1468,6,Non-White
1469,1,Non-White
1470,4,Non-White
1471,1,Non-White
1472,4,White
1473,6,Non-White
1474,1,Non-White
1475,4,White
1476,6,Non-White
1477,1,White
1478,1,Non-White
1479,4,Non-White
1480,4,White
1481,1,White
1482,1,Non-White
1483,1,Non-White
1484,1,White
1485,1,White
1486,1,White
1487,2,Non-White
1488,1,White
1489,1,White
1490,4,White
1491,2,Non-White
1492,4,Non-White
1493,1,Non-White
1494,1,Non-White
1495,4,Non-White
1496,2,Non-White
1497,4,White
1498,1,Non-White
1499,1,White
1500,2,White
1501,1,Non-White
1502,2,White
1503,2,Non-White
1504,6,Non-White
1505,4,Non-White
1506,1,White
1507,1,Non-White
1508,1,Non-White
1509,1,White
1510,4,Non-White
1511,4,Non-White
1512,1,Non-White
1513,1,Non-White
1514,2,White
1515,4,Non-White
1516,4,Non-White
1517,1,Non-White
1518,4,White
1519,1,White
1520,1,White
1521,6,White
1522,1,Non-White
1523,1,Non-White
1524,4,White
1525,2,Non-White
1526,4,Non-White
1527,1,Non-White
1528,1,White
1529,2,White
1530,4,Non-White
1531,2,White
1532,4,Non-White
1533,1,Non-White
1534,6,Non-White
1535,2,White
1536,6,White
1537,6,Non-White
1538,5,Non-White
1539,1,Non-White
1540,4,White
1541,1,White
1542,4,Non-White
1543,4,White
1544,1,Non-White
1545,6,Non-White
1546,6,Non-White
1547,1,White
1548,1,Non-White
1549,4,Non-White
1550,1,Non-White
1551,4,Non-White
1552,1,Non-White
1553,1,Non-White
1554,6,White
1555,4,Non-White
1556,1,White
1557,1,White
1558,1,Non-White
1559,4,White
1560,2,Non-White
1561,1,White
1562,1,White
1563,4,White
1564,4,Non-White
1565,6,Non-White
1566,1,Non-White
1567,6,White
1568,1,White
1569,1,Non-White
1570,1,Non-White
1571,2,White
1572,4,Non-White
1573,6,Non-White
1574,2,White
1575,4,Non-White
1576,2,Non-White
1577,4,Non-White
1578,1,Non-White
1579,1,Non-White
1580,6,Non-White
1581,4,Non-White
1582,1,White
1583,6,Non-White
1584,4,White
1585,2,Non-White
1586,1,White
1587,4,Non-White
1588,1,Non-White
1589,2,Non-White
1590,4,Non-White
1591,2,Non-White
1592,1,Non-White
1593,1,Non-White
1594,1,Non-White
1595,1,White
1596,4,Non-White
1597,4,Non-White
1598,4,Non-White
1599,1,White
1600,4,Non-White
1601,1,Non-White
1602,2,Non-White
1603,6,Non-White
1604,2,Non-White
1605,4,Non-White
1606,1,White
1607,2,Non-White
1608,2,Non-White
1609,2,White
1610,2,Non-White
1611,1,Non-White
1612,2,Non-White
1613,2,Non-White
1614,1,Non-White
1615,1,Non-White
1616,4,White
1617,2,Non-White
1618,2,Non-White
1619,2,Non-White
1620,1,White
1621,1,Non-White
1622,1,White
1623,2,Non-White
1624,6,Non-White
1625,1,White
1626,1,Non-White
1627,4,White
1628,6,Non-White
1629,6,White
1630,1,White
1631,4,Non-White
1632,1,Non-White
1633,1,White
1634,1,Non-White
1635,1,Non-White
1636,1,Non-White
1637,2,Non-White
1638,6,White
1639,4,Non-White
1640,4,White
1641,1,White
1642,6,Non-White
1643,1,White
1644,1,White
1645,1,White
1646,1,Non-White
1647,1,Non-White
1648,1,White
1649,2,Non-White
1650,5,White
1651,1,Non-White
1652,2,White
1653,4,Non-White
1654,4,White
1655,4,White
1656,6,White
1657,4,White
1658,1,White
1659,4,White
1660,4,White
1661,2,Non-White
1662,1,Non-White
1663,1,Non-White
1664,2,White
1665,4,White
1666,2,Non-White
1667,1,Non-White
1668,2,Non-White
1669,4,White
1670,2,White
1671,2,Non-White
1672,2,Non-White
1673,1,Non-White
1674,2,Non-White
1675,2,Non-White
1676,1,Non-White
1677,2,Non-White
1678,4,Non-White
1679,1,Non-White
1680,1,Non-White
