id,cluster_id,protected_attribute
1118,1,Non-White
1119,7,White
1120,2,White
1121,1,Non-White
1122,3,Non-White
1123,3,White
1124,7,Non-White
1125,7,White
1126,3,Non-White
1127,7,Non-White
1128,7,White
1129,2,Non-White
1130,2,White
1131,3,Non-White
1132,1,Non-White
1133,2,Non-White
1134,2,Non-White
1135,2,Non-White
1136,1,White
1137,4,Non-White
1138,2,White
1139,1,White
1140,1,Non-White
1141,3,Non-White
1142,7,Non-White
1143,7,Non-White
1144,3,Non-White
1145,7,White
1146,2,Non-White
1147,3,Non-White
1148,7,Non-White
1149,2,Non-White
1150,7,Non-White
1151,3,Non-White
1152,3,White
1153,1,Non-White
1154,1,Non-White
1155,7,Non-White
1156,1,White
1157,3,Non-White
1158,2,Non-White
1159,3,Non-White
1160,7,Non-White
1161,2,Non-White
1162,1,Non-White
1163,3,Non-White
1164,1,White
1165,1,Non-White
1166,1,Non-White
1167,3,White
1168,3,White
1169,7,White
1170,1,Non-White
1171,7,Non-White
1172,2,Non-White
1173,3,Non-White
1174,1,Non-White
1175,7,White
1176,1,Non-White
1177,1,Non-White
1178,3,Non-White
1179,1,White
1180,2,White
1181,7,Non-White
1182,1,Non-White
1183,1,White
1184,7,Non-White
1185,2,Non-White
1186,1,White
1187,2,White
1188,2,Non-White
1189,1,Non-White
1190,1,White
1191,2,White
1192,2,Non-White
1193,7,White
1194,3,White
1195,2,Non-White
1196,1,White
1197,3,Non-White
1198,2,White
1199,7,White
1200,7,White
1201,2,Non-White
1202,7,Non-White
1203,2,White
1204,2,White
1205,3,Non-White
1206,3,Non-White
1207,3,Non-White
1208,7,Non-White
1209,3,White
1210,3,Non-White
1211,2,Non-White
1212,2,Non-White
1213,2,White
1214,2,White
1215,2,Non-White
1216,7,Non-White
1217,1,Non-White
1218,7,Non-White
1219,7,White
1220,1,White
1221,1,Non-White
1222,1,Non-White
1223,3,White
1224,1,Non-White
1225,1,Non-White
1226,2,Non-White
1227,1,White
1228,2,Non-White
1229,1,Non-White
1230,7,White
1231,3,White
1232,1,White
1233,1,Non-White
1234,7,White
1235,3,White
1236,7,Non-White
1237,3,Non-White
1238,2,White
1239,1,White
1240,1,Non-White
1241,3,Non-White
1242,7,Non-White
1243,7,White
1244,3,Non-White
1245,3,White
1246,7,Non-White
1247,3,Non-White
1248,3,White
1249,2,Non-White
1250,3,White
1251,7,White
1252,7,White
1253,1,White
1254,1,White
1255,1,White
1256,3,White
1257,7,Non-White
1258,7,Non-White
1259,1,White
1260,2,Non-White
1261,3,White
1262,2,Non-White
1263,3,Non-White
1264,2,Non-White
1265,3,White
1266,7,Non-White
1267,1,Non-White
1268,1,Non-White
1269,7,Non-White
1270,1,Non-White
1271,7,Non-White
1272,1,White
1273,2,White
1274,2,Non-White
1275,1,White
1276,3,White
1277,1,Non-White
1278,2,Non-White
1279,7,Non-White
1280,2,White
1281,1,White
1282,1,Non-White
1283,1,Non-White
1284,1,White
1285,2,White
1286,1,White
1287,2,Non-White
1288,3,Non-White
1289,3,White
1290,1,White
1291,3,Non-White
1292,2,Non-White
1293,7,White
1294,3,White
1295,7,White
1296,7,Non-White
1297,3,Non-White
1298,1,Non-White
1299,1,Non-White
1300,3,White
1301,1,White
1302,2,White
1303,7,Non-White
1304,3,White
1305,3,Non-White
1306,2,White
1307,7,White
1308,2,Non-White
1309,1,Non-White
1310,1,Non-White
1311,2,Non-White
1312,2,Non-White
1313,3,White
1314,7,Non-White
1315,1,Non-White
1316,1,Non-White
1317,1,White
1318,2,Non-White
1319,2,White
1320,1,Non-White
1321,1,White
1322,7,Non-White
1323,3,Non-White
1324,2,White
1325,2,White
1326,2,White
1327,2,White
1328,2,Non-White
1329,3,Non-White
1330,7,White
1331,2,White
1332,2,Non-White
1333,1,Non-White
1334,3,Non-White
1335,1,White
1336,3,White
1337,7,Non-White
1338,3,Non-White
1339,2,White
1340,2,White
1341,2,White
1342,2,Non-White
1343,3,White
1344,1,Non-White
1345,1,White
1346,7,Non-White
1347,7,White
1348,3,White
1349,1,White
1350,3,Non-White
1351,3,Non-White
1352,2,Non-White
1353,2,Non-White
1354,2,White
1355,5,Non-White
1356,1,White
1357,1,Non-White
1358,2,White
1359,3,White
1360,2,Non-White
1361,3,White
1362,1,White
1363,3,White
1364,3,Non-White
1365,7,Non-White
1366,1,White
1367,7,White
1368,1,Non-White
1369,2,Non-White
1370,3,Non-White
1371,3,Non-White
1372,3,Non-White
1373,1,Non-White
1374,3,Non-White
1375,7,Non-White
1376,3,Non-White
1377,1,Non-White
1378,1,Non-White
1379,3,Non-White
1380,3,White
1381,3,Non-White
1382,1,Non-White
1383,2,Non-White
1384,3,Non-White
1385,7,White
1386,1,Non-White
1387,2,Non-White
1388,2,Non-White
1389,2,Non-White
1390,1,Non-White
1391,3,White
1392,2,White
1393,2,White
1394,7,White
1395,3,Non-White
1396,3,Non-White
1397,3,White
1398,3,Non-White
1399,3,White
1400,3,Non-White
1401,7,White
1402,1,Non-White
1403,7,Non-White
1404,7,Non-White
1405,7,Non-White
1406,2,White
1407,1,White
1408,1,White
1409,7,White
1410,2,Non-White
1411,2,Non-White
1412,3,Non-White
1413,3,White
1414,1,Non-White
1415,2,Non-White
1416,2,Non-White
1417,3,Non-White
1418,3,White
1419,7,Non-White
1420,3,White
1421,7,White
1422,1,Non-White
1423,3,White
1424,7,White
1425,3,White
1426,7,White
1427,2,White
1428,7,White
1429,7,Non-White
1430,3,Non-White
1431,2,Non-White
1432,3,White
1433,7,Non-White
1434,2,White
1435,2,Non-White
1436,2,Non-White
1437,3,Non-White
1438,3,Non-White
1439,1,Non-White
1440,1,Non-White
1441,2,White
1442,7,White
1443,1,White
1444,3,Non-White
1445,3,Non-White
1446,7,White
1447,1,Non-White
1448,1,Non-White
1449,3,Non-White
1450,7,Non-White
1451,3,White
1452,1,White
1453,3,White
1454,1,White
1455,1,Non-White
1456,1,Non-White
1457,7,Non-White
1458,2,Non-White
1459,2,White
1460,1,White
1461,7,White
1462,2,White
1463,2,White
1464,7,Non-White
1465,2,White
1466,3,Non-White
1467,3,Non-White
1468,1,Non-White
1469,1,Non-White
1470,3,Non-White
1471,7,Non-White
1472,3,White
1473,2,Non-White
1474,7,Non-White
1475,3,White
1476,2,Non-White
1477,1,White
1478,7,Non-White
1479,3,Non-White
1480,3,White
1481,1,White
1482,7,Non-White
1483,7,Non-White
1484,1,White
1485,1,White
1486,1,White
1487,2,Non-White
1488,1,White
1489,7,White
1490,3,White
1491,2,Non-White
1492,3,Non-White
1493,7,Non-White
1494,1,Non-White
1495,3,Non-White
1496,2,Non-White
1497,3,White
1498,7,Non-White
1499,7,White
1500,2,White
1501,1,Non-White
1502,2,White
1503,2,Non-White
1504,2,Non-White
1505,3,Non-White
1506,7,White
1507,7,Non-White
1508,7,Non-White
1509,1,White
1510,3,Non-White
1511,3,Non-White
1512,1,Non-White
1513,1,Non-White
1514,2,White
1515,3,Non-White
1516,3,Non-White
1517,1,Non-White
1518,3,White
1519,1,White
1520,1,White
1521,2,White
1522,1,Non-White
1523,7,Non-White
1524,3,White
1525,2,Non-White
1526,3,Non-White
1527,7,Non-White
1528,1,White
1529,2,White
1530,3,Non-White
1531,2,White
1532,3,Non-White
1533,1,Non-White
1534,2,Non-White
1535,2,White
1536,1,White
1537,2,Non-White
1538,5,Non-White
1539,7,Non-White
1540,3,White
1541,7,White
1542,3,Non-White
1543,3,White
1544,7,Non-White
1545,2,Non-White
1546,2,Non-White
1547,1,White
1548,1,Non-White
1549,3,Non-White
1550,1,Non-White
1551,3,Non-White
1552,7,Non-White
1553,1,Non-White
1554,1,White
1555,3,Non-White
1556,7,White
1557,7,White
1558,1,Non-White
1559,3,White
1560,2,Non-White
1561,7,White
1562,7,White
1563,3,White
1564,7,Non-White
1565,2,Non-White
1566,1,Non-White
1567,2,White
1568,1,White
1569,1,Non-White
1570,7,Non-White
1571,2,White
1572,3,Non-White
1573,2,Non-White
1574,2,White
1575,3,Non-White
1576,2,Non-White
1577,3,Non-White
1578,7,Non-White
1579,7,Non-White
1580,1,Non-White
1581,3,Non-White
1582,7,White
1583,2,Non-White
1584,3,White
1585,2,Non-White
1586,1,White
1587,3,Non-White
1588,1,Non-White
1589,2,Non-White
1590,7,Non-White
1591,2,Non-White
1592,1,Non-White
1593,7,Non-White
1594,1,Non-White
1595,7,White
1596,3,Non-White
1597,3,Non-White
1598,3,Non-White
1599,1,White
1600,3,Non-White
1601,7,Non-White
1602,2,Non-White
1603,2,Non-White
1604,2,Non-White
1605,3,Non-White
1606,1,White
1607,2,Non-White
1608,2,Non-White
1609,2,White
1610,2,Non-White
1611,7,Non-White
1612,2,Non-White
1613,2,Non-White
1614,1,Non-White
1615,7,Non-White
1616,3,White
1617,2,Non-White
1618,2,Non-White
1619,2,Non-White
1620,7,White
1621,7,Non-White
1622,7,White
1623,2,Non-White
1624,2,Non-White
1625,1,White
1626,1,Non-White
1627,7,White
1628,1,Non-White
1629,1,White
1630,1,White
1631,3,Non-White
1632,7,Non-White
1633,1,White
1634,7,Non-White
1635,7,Non-White
1636,1,Non-White
1637,2,Non-White
1638,1,White
1639,3,Non-White
1640,3,White
1641,1,White
1642,1,Non-White
1643,1,White
1644,1,White
1645,1,White
1646,7,Non-White
1647,7,Non-White
1648,1,White
1649,2,Non-White
1650,5,White
1651,1,Non-White
1652,2,White
1653,3,Non-White
1654,7,White
1655,3,White
1656,2,White
1657,3,White
1658,7,White
1659,3,White
1660,3,White
1661,2,Non-White
1662,1,Non-White
1663,1,Non-White
1664,2,White
1665,3,White
1666,2,Non-White
1667,1,Non-White
1668,2,Non-White
1669,3,White
1670,2,White
1671,2,Non-White
1672,2,Non-White
1673,7,Non-White
1674,2,Non-White
1675,2,Non-White
1676,1,Non-White
1677,2,Non-White
1678,3,Non-White
1679,7,Non-White
1680,7,Non-White
